Bigramas;Ocorrências;Tweets_Presente
('máscara', 'tecido');6;6
('tecido', 'marmita');5;5
('marmita', 'saudável');5;5
('saudável', 'comida');5;5
('comida', 'árabe');5;5
('árabe', 'aprender');5;5
('aprender', 'idioma');6;6
('idioma', 'online');5;5
('online', 'durante');6;6
('quarentena', 'imigran');5;5
('parece', 'tudo');3;3
('tudo', 'cooedenado');1;1
('cooedenado', 'antes');1;1
('antes', 'pandemia');1;1
('pandemia', 'chegar');1;1
('chegar', 'carnaval');1;1
('carnaval', 'liberado');1;1
('liberado', 'empresa');1;1
('empresa', 'terrorista');1;1
('terrorista', 'pânico');1;1
('pânico', 'quarentena');1;1
('então', 'quer');28;28
('quer', 'dizer');52;52
('dizer', '2016');27;27
('2016', 'globo');32;32
('globo', 'divulgava');29;29
('divulgava', 'cloroquina');29;29
('cloroquina', 'ser');28;28
('ser', 'usada');27;27
('usada', 'grávidas');27;27
('grávidas', 'nenhuma');27;27
('nenhuma', 'comprovação');27;27
('comprovação', 'científi');27;27
('hospitais', 'niterói');3;3
('niterói', 'preparam');3;3
('preparam', 'testar');3;3
('testar', 'cloroquina');29;29
('cloroquina', 'pacientes');11;11
('19', 'https://t.co/XL2Qh8jOrb');3;3
('laboratório', 'central');5;5
('central', 'rs');5;5
('rs', 'confirmou');5;5
('confirmou', 'nesta');5;5
('nesta', 'noite');19;19
('noite', '16º');5;5
('16º', 'óbito');5;5
('óbito', 'virtude');5;5
('virtude', '#coronavirus');5;5
('#coronavirus', 'estado');5;5
('estado', 'mulher');5;5
('mulher', '77');5;5
('77', 'anos');7;7
('anos', 'resid');5;5
('pesquisadores', 'consideram');3;3
('consideram', 'velocidade');3;3
('velocidade', 'transmissão');3;3
('transmissão', 'doença');3;3
('doença', 'ritmo');3;3
('ritmo', 'desconcertante');3;3
('desconcertante', 'https://t.co/BGEs4s1Gfo');3;3
('incapacidade', 'controlar');13;13
('controlar', 'covid');13;13
('19', 'país');19;19
('país', 'rico');15;15
('rico', 'mundo');15;15
('mundo', 'símbolo');13;13
('símbolo', 'capitalismo');13;13
('capitalismo', '100');13;13
('100', 'anos');13;13
('coronavírus', 'https://t.co/eS1VaUwJcV');7;7
('https://t.co/eS1VaUwJcV', 'https://t.co/2ClYG29kYO');7;7
('amo', '💖');1;1
('💖', '💖');1;1
('gente', 'relatando');64;64
('relatando', 'sofrimento');64;64
('sofrimento', 'governo');64;64
('governo', 'tome');64;64
('tome', 'providências');64;64
('providências', 'quarentena');64;64
('quarentena', 'mata');64;64
('mata', 'tbm');64;64
('tbm', 'marido');64;64
('marido', 'aposentou');64;64
('judas', 'atendendo');1;1
('posts', 'deviam');4;4
('deviam', 'ser');4;4
('ser', 'ilegais');4;4
('ilegais', 'quarentena');4;4
('qualquer', 'pessoa');32;32
('pessoa', 'bolsonaro');22;22
('bolsonaro', 'cumprimentou');21;21
('cumprimentou', 'morrer');21;21
('morrer', 'possível');21;21
('possível', 'abrir');21;21
('abrir', 'processo');21;21
('processo', 'homicídio');21;21
('homicídio', 'três');21;21
('três', 'aglomerações');21;21
('aglomerações', 'pa');21;21
('alguém', 'explica');16;16
('explica', 'onde');16;16
('onde', 'pacientes');16;16
('pacientes', 'tendo');16;16
('tendo', 'covid');16;16
('19', 'sim');18;18
('sim', 'números');16;16
('números', 'justifiquem');16;16
('justifiquem', 'parar');16;16
('parar', 'país');16;16
('país', 'inteiro');24;24
('2019', 'queria');1;1
('queria', 'morrer');1;1
('morrer', '2020');1;1
('2020', 'surto');1;1
('surto', 'coronavirus');2;2
('coronavirus', 'ei');1;1
('ei', 'pera');1;1
('pera', 'ai');1;1
('enquanto', 'witzel');22;22
('witzel', 'manda');22;22
('manda', 'inúmeros');22;22
('inúmeros', 'carros');22;22
('carros', 'polícia');22;22
('polícia', 'cercarem');22;22
('cercarem', 'áreas');22;22
('áreas', 'onde');22;22
('onde', 'previstas');22;22
('previstas', 'carreatas');22;22
('carreatas', 'hoje');22;22
('hoje', 'mapeamentos');22;22
('mapeamentos', 'feit');22;22
('amigos', 'aniversariando');1;1
('aniversariando', 'quarentena');1;1
('quarentena', 'posso');3;3
('posso', 'dar');35;35
('dar', 'abraço');3;3
('abraço', 'cantar');1;1
('cantar', 'parabéns');2;2
('parabéns', 'ritmo');1;1
('ritmo', 'brindar');1;1
('brindar', 'saudades');1;1
('saudades', 'd');1;1
('vcs', 'viram');3;3
('viram', 'q');2;2
('q', 'wuant');2;2
('wuant', 'acabou');2;2
('acabou', 'namorada');2;2
('namorada', 'p');4;4
('p', 'ter');8;8
('ter', 'novas');2;2
('novas', 'experiências');2;2
('experiências', 'agora');2;2
('agora', 'tá');5;5
('quarentena', 'fds');9;9
('fds', 'ahahah');2;2
('cortar', 'franja');35;35
('franja', 'sozinha');33;33
('sozinha', 'nessa');37;37
('quarentena', 'olha');36;36
('olha', 'deu');33;33
('deu', 'https://t.co/YYWEpeC40U');33;33
('mundo', 'q');72;72
('q', 'trabalhar');1;1
('trabalhar', 'estudar');1;1
('estudar', 'vai');1;1
('ter', 'tt');1;1
('tt', 'sdds');1;1
('sdds', 'quarentena');1;1
('2020', 'chega');1;1
('chega', 'lá');1;1
('lá', 'atirar');1;1
('atirar', 'beatas');1;1
('beatas', 'chão');1;1
('corona', 'venceu');1;1
('venceu', 'ceife');1;1
('ceife', 'logo');1;1
('logo', 'vida');1;1
('jesús', 'corona');1;1
('corona', 'cláusula');1;1
('cláusula', 'rescisão');1;1
('rescisão', 'fixada');1;1
('fixada', '30');1;1
('30', 'milhões');1;1
('milhões', 'euros');1;1
('euros', 'segundo');1;1
('segundo', 'informa');1;1
('informa', 'empresário');1;1
('empresário', 'atleta');1;1
('atleta', 'mexic');1;1
('cristopher', 'dirigindo');17;17
('dirigindo', '#osegredonafloresta');17;17
('amor', 'quarentena');6;6
('quarentena', 'https://t.co/JwBrqvZBWW');2;2
('sdds', 'aglomeração');35;35
('aglomeração', 'amigos');3;3
('amigos', 'né');2;2
('né', 'filha');30;30
('filha', '✊');2;2
('✊', '😣');2;2
('pessoal', 'indonésia');1;1
('indonésia', 'bobeando');1;1
('bobeando', 'feio');1;1
('feio', 'joga');1;1
('joga', 'cloroquina');4;4
('cloroquina', 'vulcão');7;7
('vulcão', 'talquêi');1;1
('talquêi', 'https://t.co/Q6aUUhEcg6');1;1
('3', 'maneiras');5;5
('maneiras', 'p');5;5
('p', 'quais');5;5
('quais', 'covid');5;5
('19', 'matando');5;5
('matando', 'cristianismo');5;5
('cristianismo', 'consumo');5;5
('consumo', '1');5;5
('1', 'limpando');5;5
('limpando', 'igreja');5;5
('igreja', 'excesso');5;5
('excesso', 'programas');5;5
('programas', '2');5;5
('daqui', 'lá');1;1
('lá', 'muitos');1;1
('muitos', 'passarão');1;1
('passarão', 'estágio');1;1
('estágio', 'avançado');1;1
('avançado', 'antes');1;1
('antes', 'tarde');3;3
('tarde', 'nunca');1;1
('brasil', 'deve');1;1
('deve', 'adotar');1;1
('adotar', 'novas');1;1
('novas', 'regras');1;1
('regras', 'enfrentar');1;1
('enfrentar', 'crise');1;1
('crise', 'econômica');7;7
('econômica', 'segue');1;1
('segue', 'artigo');1;1
('artigo', 'opinião');1;1
('opinião', 'escrevi');1;1
('escrevi', 'sobre');1;1
('qnd', 'quarentena');16;16
('acabar', 'vou');46;46
('vou', 'apanhar');2;2
('apanhar', 'puta');1;1
('puta', 'q');6;4
('q', 'p');3;3
('p', 'andar');1;1
('andar', 'mm');1;1
('mm', 'rastejar');1;1
('quarentena', 'toy');87;87
('toy', 'story');87;87
('story', 'deve');87;87
('deve', 'tá');94;94
('tá', 'puto');88;88
('puto', 'criança');87;87
('criança', 'sai');87;87
('sai', 'casa');103;103
('estudo', 'raoult');4;4
('raoult', 'evidência');4;4
('evidência', 'indiscutível');4;4
('indiscutível', '1061');4;4
('19', '3');4;4
('3', 'dias');41;41
('dias', 'hidroxicloroquina');4;4
('hidroxicloroquina', 'azitromicina');19;19
('azitromicina', '973');4;4
('973', 'c');4;4
('fatos', '#covid19');10;10
('#covid19', 'brasil');18;18
('brasil', 'observem');10;10
('observem', 'apoia');10;10
('apoia', 'quarentena');10;10
('quarentena', 'desastrosa');12;12
('desastrosa', 'irresponsável');10;10
('irresponsável', 'omitem');10;10
('omitem', 'informações');10;10
('informações', 'úteis');10;10
('úteis', 'nise');10;10
('nise', 'yam');10;10
('texto', 'grande');4;4
('grande', 'amigo');4;4
('amigo', 'perdeu');4;4
('perdeu', 'pai');13;13
('pai', 'semana');4;4
('semana', 'vítima');4;4
('vítima', 'covid');66;66
('19', 'melhor');5;5
('melhor', 'hospital');4;4
('hospital', 'paulo');4;4
('dia', '1818229');37;37
('1818229', '...');37;37
('...', 'transformei');37;37
('transformei', 'quarto');37;37
('quarto', 'barra');37;37
('barra', 'ot');37;37
('ot', '🐯');37;37
('🐯', 'https://t.co/0YOtj5FsPr');37;37
('após', 'resolução');1;1
('resolução', 'monitoramento');1;1
('monitoramento', 'ilegal');1;1
('ilegal', 'sr');1;1
('sr', 'governador');4;4
('governador', 'estado');3;3
('estado', 'paulo');19;19
('paulo', 'agora');1;1
('agora', 'celular');1;1
('celular', 'quarente');1;1
('to', 'saturada');8;8
('saturada', 'muita');7;7
('muita', 'coisa');19;19
('coisa', '...');7;7
('...', 'quarentena');36;36
('quarentena', 'literalmente');10;10
('literalmente', 'fazendo');7;7
('fazendo', 'bem');15;15
('bem', 'nenhuma');7;7
('nenhuma', 'área');7;7
('área', 'vida');7;7
('quarentena', 'pegou');6;6
('pegou', '😏');6;6
('😏', 'https://t.co/Ci1UzCzKvG');6;6
('kkk', 'to');1;1
('to', 'rindo');2;2
('rindo', 'justificativa');1;1
('dinheiro', 'ido');1;1
('ido', 'comprar');1;1
('comprar', 'cesta');1;1
('cesta', 'basica');1;1
('basica', 'precisa');1;1
('precisa', 'sido');1;1
('sido', 'melhor');1;1
('melhor', 'aplicado');1;1
('lula', 'empenhado');36;36
('empenhado', 'tirar');36;36
('tirar', 'jair');36;36
('bolsonaro', 'unindo');36;36
('unindo', 'joão');36;36
('dória', 'faz');36;36
('faz', 'seguinte');36;36
('seguinte', 'pegue');36;36
('pegue', 'grana');36;36
('grana', 'honesta');36;36
('honesta', 'd');36;36
('sorte', 'perfeita');1;1
('felipe', 'simas');20;20
('simas', 'diagnosticado');17;17
('diagnosticado', 'covid');22;22
('19', 'fique');13;13
('fique', 'bem');13;13
('bem', 'logo');13;13
('logo', 'pra');19;19
('pra', 'voltar');18;18
('voltar', '#salvesequempuder');13;13
('#salvesequempuder', 'vai');13;13
('dar', 'tudo');15;15
('tudo', 'cer');13;13
('vai', 'fundo');1;1
('fundo', 'q');1;1
('q', 'rato');1;1
('rato', 'mandado');1;1
('corona', 'verdadeira');2;2
('verdadeira', 'desgraça');2;2
('desgraça', 'tipo');2;2
('tipo', 'merda');2;2
('merda', 'expõe');2;2
('expõe', 'real');2;2
('real', 'caráter');2;2
('caráter', 'pessoas');2;2
('pessoas', 'comportamento');2;2
('comportamento', 'pessoa');2;2
('pessoa', 'nes');2;2
('sugerindo', 'covid');19;19
('19', 'doença');19;19
('doença', 'pulmonar');19;19
('pulmonar', 'doença');19;19
('doença', 'hematológica');19;19
('hematológica', 'sangue');19;19
('sangue', 'complicações');19;19
('complicações', 'pul');19;19
('brasileiros', 'podia');23;23
('podia', 'emendar');23;23
('emendar', 'carnaval');23;23
('carnaval', 'natal');23;23
('natal', 'brasil');23;23
('brasil', 'entra');23;23
('entra', 'quarentena');23;23
('quarentena', 'brasileiros');23;23
('brasileiros', 'nunca');25;25
('nunca', 'quis');34;34
('quis', 'tanto');34;34
('tanto', 'trabalhar');23;23
('q', 'todos');5;5
('todos', 'comunistas');1;1
('comunistas', 'errados');1;1
('errados', '🤪');1;1
('🤪', '🤪');47;28
('🤪', 'bozo');1;1
('bozo', 'tá');1;1
('tá', 'certo');3;3
('certo', 'brasil');1;1
('brasil', 'acima');32;32
('acima', 'tudo');38;38
('tudo', 'corona');2;2
('corona', 'matando');1;1
('matando', 'todos');1;1
('todos', '😎');1;1
('😎', '👉');3;3
('👉', '👉');1;1
('👉', '🇧');1;1
('🇧', '🇷');497;106
('🇷', '🇧');349;26
('🇷', 'obs');1;1
('obs', 'cont');1;1
('aí', 'uns');72;72
('uns', 'dias');85;85
('dias', 'tá');71;71
('tá', 'covid');72;72
('...', 'ódio');71;71
('ódio', 'desse');72;72
('desse', 'tipo');72;72
('tipo', 'gente');74;74
('gente', 'https://t.co/IJpJ28LFX3');71;71
('dia', 'brasil');8;8
('atravessou', 'linha');8;8
('linha', 'mil');8;8
('bolsonaro', 'exibiu');8;8
('exibiu', 'mesma');8;8
('mesma', 'atitude');8;8
('atitude', 'irresponsável');8;8
('governos', 'estado');14;14
('estado', 'q');14;14
('q', 'colocar');14;14
('colocar', 'policiais');14;14
('policiais', 'dentro');14;14
('dentro', 'hospitais');14;14
('hospitais', 'minions');14;14
('minions', 'apresentando');14;14
('apresentando', 'sintomas');14;14
('sintomas', 'começam');14;14
('sextouuu', 'aqui');1;1
('aqui', 'trabalhando');1;1
('trabalhando', 'nessa');1;1
('nessa', 'pandemia');1;1
('pandemia', 'corona');8;8
('vírus', 'deixa');1;1
('deixa', 'tudo');1;1
('tudo', 'limpo');1;1
('limpo', '🥰');1;1
('🥰', 'mereço');1;1
('mereço', 'lindos');1;1
('lindos', 'h');1;1
('pena', 'governo');8;8
('governo', 'indo');8;8
('indo', 'tão');8;8
('tão', 'bem');13;13
('bem', '...\n.');8;8
('...\n.', 'desemprego');8;8
('desemprego', 'ultrapassando');8;8
('ultrapassando', 'casa');8;8
('casa', '13');8;8
('13', 'milhões');9;9
('milhões', '.\n.');8;8
('.\n.', 'emprego');8;8
('emprego', 'informal');9;9
('informal', 'batendo');8;8
('batendo', 'reco');8;8
('inflação', 'virusionaria');12;12
('virusionaria', '🤪');12;12
('🤪', '😂');12;12
('quarentena', 'china');6;6
('china', 'preveniu');6;6
('preveniu', '700');6;6
('700', 'mil');8;8
('mil', 'casos');48;48
('casos', '#covid19');6;6
('#covid19', '📝');6;6
('📝', 'https://t.co/Y2VfnUu6Yh');6;6
('quarentena', 'assim');29;29
('assim', 'ficava');7;7
('ficava', 'fácil');6;6
('vídeo', 'legal');23;23
('legal', 'divulgadoras');23;23
('divulgadoras', 'científicas');23;23
('científicas', 'favoritas');23;23
('favoritas', ':)');23;23
('5', 'dias');45;45
('dias', 'perdeu');9;9
('pai', 'avô');9;9
('avô', 'covid');9;9
('19', 'faz');43;43
('faz', 'apelo');31;31
('apelo', 'saiam');9;9
('saiam', 'casa');13;13
('casa', 'https://t.co/f2s3Ytl2Gr');7;7
('https://t.co/f2s3Ytl2Gr', 'via');7;7
('via', '#fiqu');7;7
('cientistas', 'santa');5;5
('santa', 'catarina');123;123
('catarina', 'dizem');5;5
('dizem', 'pronunciamento');5;5
('pronunciamento', 'alguma');5;5
('alguma', 'autoridade');5;5
('autoridade', 'nacional');6;6
('nacional', 'pode');5;5
('ter', 'afetado');5;5
('afetado', 'curva');5;5
('curva', 'coronavírus');6;6
('coronavírus', 'n');2;2
('opa', 'vamo');30;30
('vamo', 'movimentar');30;30
('movimentar', 'fandom');30;30
('fandom', 'quer');30;30
('quer', 'live');30;30
('live', 'anavitória');30;30
('anavitória', 'nessa');30;30
('pois', 'então');30;30
('então', '...');32;32
('...', 'amanhã');30;30
('amanhã', '16h');30;30
('16h', 'vamos');30;30
('filho', 'almofadinha');1;1
('almofadinha', 'aderiu');1;1
('aderiu', 'quarentena');1;1
('quarentena', 'diz');1;1
('diz', 'papai');1;1
('papai', 'compra');1;1
('compra', 'iphone');1;1
('iphone', 'novo');1;1
('novo', 'pai');1;1
('pai', 'diz');1;1
('diz', 'encomendando');1;1
('encomendando', 'agora');1;1
('agora', 'filh');1;1
('moral', 'queria');5;5
('quarentena', 'fodace');5;5
('fodace', 'https://t.co/z5VrWPxRiY');5;5
('2020', 'ano');25;25
('ano', 'janeiro');25;25
('queimadas', 'tensão');25;25
('tensão', 'eua');28;28
('eua', 'irã');30;30
('irã', '1');25;25
('1', '°');123;81
('°', 'confirmação');25;25
('confirmação', 'corona');25;25
('corona', 'fevereiro');28;28
('°', 'gu');25;25
('maiores', 'dores');1;1
('dores', 'quarentena');1;1
('quarentena', 'sobrancelha');3;3
('sobrancelha', 'fazer');1;1
('to', 'sabendo');4;4
('sabendo', 'lidar');2;2
('lidar', 'maravilhosas');2;2
('maravilhosas', 'sério');2;2
('sério', 'valeu');2;2
('valeu', 'tudo');2;2
('médico', 'atuante');3;3
('atuante', 'hospital');3;3
('hospital', 'referência');4;4
('referência', 'covid');3;3
('19', 'utis');3;3
('utis', 'medo');3;3
('medo', 'contaminar');3;3
('contaminar', 'famil');3;3
('bolsonarismo', 'ideologia');15;15
('ideologia', 'doença');15;15
('doença', 'mal');15;15
('mal', 'cega');15;15
('cega', 'emburrece');15;15
('emburrece', 'enlouquece');15;15
('enlouquece', 'ainda');15;15
('ainda', 'grave');15;15
('grave', 'ameaça');101;101
('ameaça', 'mil');15;15
('ai', 'sdds');29;29
('coréia', 'sul');4;4
('sul', 'quarentena');1;1
('quarentena', 'rigorosa');2;2
('rigorosa', 'onde');1;1
('onde', 'vc');1;1
('vc', 'informa');1;1
('informa', 'criatura');1;1
('onde', 'namorada');1;1
('namorada', 'quarentena');2;2
('random', '200411');8;8
('200411', 'quarentena');8;8
('dia', 'sei');18;18
('sei', 'sinto');9;9
('sinto', 'saudades');9;9
('saudades', 'min');8;8
('min', 'yoongi');8;8
('yoongi', 'todos');8;8
('dias', '#슈가');8;8
('#슈가', '#suga');9;9
('#suga', '#bts');9;9
('#bts', 'htt');8;8
('#jornaldarecord', 'números');9;9
('números', 'recuperados');9;9
('recuperados', '3');9;9
('3', 'x');9;9
('x', 'numero');9;9
('numero', 'mortes');9;9
('mortes', 'virus');9;9
('virus', 'chinês');9;9
('chinês', 'https://t.co/tzW8nfDZdo');9;9
('https://t.co/tzW8nfDZdo', '#jornaln');9;9
('acabando', 'quarentena');11;11
('quarentena', 'vou');150;150
('vou', 'pro');4;4
('pro', 'rio');2;2
('original', '😂');1;1
('😂', 'ta');1;1
('ta', 'brutal');1;1
('quarentena', 'né');43;43
('né', '🤪');1;1
('🤪', 'https://t.co/7cSuxnnqYM');1;1
('médica', 'descobriu');2;2
('descobriu', 'elo');2;2
('elo', 'zika');2;2
('zika', 'mirocefalia');2;2
('mirocefalia', 'sugiro');2;2
('sugiro', 'favorável');2;2
('favorável', 'acabar');2;2
('acabar', 'isolamento');2;2
('social', 'abrir');2;2
('abrir', 'comérci');2;2
('conduta', 'bolsonaro');15;15
('bolsonaro', 'covid');27;27
('19', 'pode');19;19
('pode', 'levá-lo');15;15
('levá-lo', 'impeachment');15;15
('impeachment', 'diz');15;15
('diz', 'witzel');15;15
('witzel', 'https://t.co/TpsTPk6PjZ');4;4
('acabei', 'ver');5;5
('ver', 'vídeo');6;6
('vídeo', 'bolsonarista');3;3
('bolsonarista', 'paulista');1;1
('paulista', 'hoje');1;1
('hoje', 'dizendo');2;2
('dizendo', 'coronavirus');1;1
('coronavirus', 'farsa');3;3
('farsa', 'gripezinha');1;1
('odiado', 'governador');4;4
('governador', 'santa');14;14
('catarina', 'carlos');4;4
('carlos', 'moisés');6;6
('moisés', 'vaiado');4;4
('vaiado', 'durante');4;4
('durante', 'toda');13;13
('toda', 'fala');4;4
('fala', 'inauguração');4;4
('inauguração', 'unidade');4;4
('unidade', 'corpo');4;4
('corpo', 'bo');4;4
('quarentena', 'fase');12;12
('fase', '1');12;12
('1', 'falar');12;12
('falar', 'toda');12;12
('gente', 'porque');12;12
('porque', 'socializar');12;12
('socializar', 'ajuda');12;12
('ajuda', 'fase');12;12
('fase', '2');12;12
('2', 'falar');12;12
('falar', 'ninguém');21;21
('ninguém', 'estar');12;12
('estar', 'farto');12;12
('farto', 'd');12;12
('federal', 'diminuir');4;4
('diminuir', 'salários');4;4
('salários', 'deputados');4;4
('deputados', 'senadores');4;4
('senadores', 'assessores');4;4
('assessores', 'metade');4;4
('metade', 'combater');4;4
('combater', 'covid');9;9
('19', 'assine');4;4
('assine', 'pe');1;1
('🆘', '🆘');2;1
('🆘', 'atenção');1;1
('atenção', 'web-amigos');1;1
('web-amigos', 'passo');1;1
('passo', 'mãe');1;1
('mãe', 'permitir');1;1
('permitir', 'ter');1;1
('ter', 'gato');1;1
('gato', 'novamente');1;1
('novamente', 'mt');1;1
